comment_phrase,comment_sentiment,clean_text,encoded_label
මේක අපේ මිනිසුන්ගේ හැදියාව නැතිකම. ලොකු දඩයක් ගැහුවා නම් අායෙත් කරන එකක් නැහැ. අපේ මිනිස්සු පිටරට වල ගිහින් ලස්සනට ඉඳලා එනවා. වාහනයකින් එළියට කොලයක් විසිකළත් දඩය ආසන්න වශයෙන් රුපියල් 15000ක් විතර වෙනවා පිටරටවල,NEUTRAL,මේක අපේ මිනිසුන්ගේ හැදියාව නැතිකම ලොකු දඩයක් ගැහුවා නම් අායෙත් කරන එකක් නැහැ අපේ මිනිස්සු පිටරට වල ගිහින් ලස්සනට ඉඳලා එනවා වාහනයකින් එළියට කොලයක් විසිකළත් දඩය ආසන්න වශයෙන් රුපියල් ක් විතර වෙනවා පිටරටවල,1
ඉතින් කොහොමද කෙනෙක් විශ්වාස කරන්නේ?,NEUTRAL,ඉතින් කොහොමද කෙනෙක් විශ්වාස කරන්නේ,1
අඟේ ඉඳන් කන කෑම ලංකාවේ අපට ආවේණික පුරුද්දක්දෝ කියලා හිතෙනවා දියවන්නාව පැත්තේ ඉන්න සමහර අය කරන වැඩ දිහා බැලුවාම.,NEGATIVE,අඟේ ඉඳන් කන කෑම ලංකාවේ අපට ආවේණික පුරුද්දක්දෝ කියලා හිතෙනවා දියවන්නාව පැත්තේ ඉන්න සමහර අය කරන වැඩ දිහා බැලුවාම,0
ආරක්ෂාවට බල්ලෙක් එක්කගෙන ගියා නම් මෙවැනි දෙයක් වෙන්නේ නැහැ. මනුසතා කියන්නේ මිහිපිට සිටින අවිශ්වාසම පුද්ගලයා නේද?,NEGATIVE,ආරක්ෂාවට බල්ලෙක් එක්කගෙන ගියා නම් මෙවැනි දෙයක් වෙන්නේ නැහැ මනුසතා කියන්නේ මිහිපිට සිටින අවිශ්වාසම පුද්ගලයා නේද,0
ශ්‍රී ලංකා පොලිසියට ස්තුතිවන්ත වියයුතුයි අපරාධකරුවන් කඩිනමින් අත්අඩංගුවට ගැනීම සම්බන්ධව.,POSITIVE,ශ්රී ලංකා පොලිසියට ස්තුතිවන්ත වියයුතුයි අපරාධකරුවන් කඩිනමින් අත්අඩංගුවට ගැනීම සම්බන්ධව,2
පද්මිනිගේ කතාව හරියට හරි. බල්ලෙක් එක්ක ගියා නම් ඒ සතා අඩුමගානේ හොරු පස්සේ පන්නයි.,POSITIVE,පද්මිනිගේ කතාව හරියට හරි බල්ලෙක් එක්ක ගියා නම් ඒ සතා අඩුමගානේ හොරු පස්සේ පන්නයි,2
අද කාලේ කිසිම කෙනෙක් විශ්වාස කරන්න ‍හොඳ නැහැ,NEGATIVE,අද කාලේ කිසිම කෙනෙක් විශ්වාස කරන්න හොඳ නැහැ,0
අනේ හෑබෑට මෙහෙමත් මිනිස්සු!,NEGATIVE,අනේ හෑබෑට මෙහෙමත් මිනිස්සු,0
"මේ ගමන යාමට පෙර මෙයා කාලා ආවේ මොනවාද කියලා හොයලා බලන්න. මම මේ කිවුවේ අර අපේ ""ජාතික අාහාරය"" ගත්තද දන්නෙ නැහැනේ",NEUTRAL,මේ ගමන යාමට පෙර මෙයා කාලා ආවේ මොනවාද කියලා හොයලා බලන්න මම මේ කිවුවේ අර අපේ ජාතික අාහාරය ගත්තද දන්නෙ නැහැනේ,1
රටේ ඉහළ පැළැන්තියේ අය යන විදියට තමා අනිත් අයත් යන්නේ.,NEUTRAL,රටේ ඉහළ පැළැන්තියේ අය යන විදියට තමා අනිත් අයත් යන්නේ,1
අපි හොරකමට පුරුදුවුණේ දේශපාලකයන්ගෙන්,NEGATIVE,අපි හොරකමට පුරුදුවුණේ දේශපාලකයන්ගෙන්,0
නෑයා වේයා කියනවනේ. මෙන්න මේ නෑයන්ගෙන් ප්‍රවේශම්වීම වඩාත් සුබදායකයි.,NEUTRAL,නෑයා වේයා කියනවනේ මෙන්න මේ නෑයන්ගෙන් ප්රවේශම්වීම වඩාත් සුබදායකයි,1
අදාළ මුදලට ඒ බැංකුවෙන් තමාගේ නමට චෙක්පතක් රැගෙන එය අනිත් බැංකුවේ තැන්පත්කළා නම් මේ ප්‍රශ්න ඇතිවෙන්නේ නැහැනේ.,NEUTRAL,අදාළ මුදලට ඒ බැංකුවෙන් තමාගේ නමට චෙක්පතක් රැගෙන එය අනිත් බැංකුවේ තැන්පත්කළා නම් මේ ප්රශ්න ඇතිවෙන්නේ නැහැනේ,1
මගේ ජීවිතේට ලොකුම අලාභානි සිදුකළේ මගෙන් වැඩියෙන්ම උපකාර ලබාගත් අය. එ්ක කාටත් එහෙමයි කියලා මම දැන් අත්දැකීමෙන් දන්නවා,NEUTRAL,මගේ ජීවිතේට ලොකුම අලාභානි සිදුකළේ මගෙන් වැඩියෙන්ම උපකාර ලබාගත් අය එ්ක කාටත් එහෙමයි කියලා මම දැන් අත්දැකීමෙන් දන්නවා,1
මේකට හේතුව වරදට නිසි දඩුවම් නොමැති කම,NEGATIVE,මේකට හේතුව වරදට නිසි දඩුවම් නොමැති කම,0
අතේ දුරින් ඉන්න අයට වැඩිය ළග ඉන්න අයගෙන් තමයි වැඩියෙන්ම ප්‍රවේශම් වියයුත්තේ. මෙය හොඳම උදාහරණයක් සැමටම.,NEUTRAL,අතේ දුරින් ඉන්න අයට වැඩිය ළග ඉන්න අයගෙන් තමයි වැඩියෙන්ම ප්රවේශම් වියයුත්තේ මෙය හොඳම උදාහරණයක් සැමටම,1
මා සෑම වේලාවකම විශ්වාස කරන දෙයක් තමයි මීතුරා සමග ජීවත් වෙනවාට වඩා සතුරාත් සමග ජීවත් වීම පහසු බව,NEUTRAL,මා සෑම වේලාවකම විශ්වාස කරන දෙයක් තමයි මීතුරා සමග ජීවත් වෙනවාට වඩා සතුරාත් සමග ජීවත් වීම පහසු බව,1
මම ඉතාම වගකීමෙන් කියනවා ලෝකයේ දක්ෂම පොලිස් නිලධාරීන් ඉන්නේ ලංකාවේ කියලා,POSITIVE,මම ඉතාම වගකීමෙන් කියනවා ලෝකයේ දක්ෂම පොලිස් නිලධාරීන් ඉන්නේ ලංකාවේ කියලා,2
මම ඊයේ මේ පුවතට ලිව්වේ මේගැන දන්නා ළඟම උදවිය ගැන සොයලා බලන්න කියලා. කියලා කට ගත්තා විතරයි. මගේ රත්රන් බඩුවක් අරගෙන තිබුනේ ගෙදර නැවතී සිටි සැමියාගේ ඥාති ළමයෙක්. සැමියාගේ හොඳකම නිසා එයාගේ හිතේ රිදේවි කියලා පොලිසියට ගියේ නැහැ .,NEUTRAL,මම ඊයේ මේ පුවතට ලිව්වේ මේගැන දන්නා ළඟම උදවිය ගැන සොයලා බලන්න කියලා කියලා කට ගත්තා විතරයි මගේ රත්රන් බඩුවක් අරගෙන තිබුනේ ගෙදර නැවතී සිටි සැමියාගේ ඥාති ළමයෙක් සැමියාගේ හොඳකම නිසා එයාගේ හිතේ රිදේවි කියලා පොලිසියට ගියේ නැහැ,1
ශ්‍රී ලංකා පොලිසියට මගේ ප්‍රණාමය. නමුත් මෙවැනි සොරුන්ට තදින් දඩුවම් නොදුන්නොත් මෙවැනි මංකොල්ල කෑම නවතින්නේ නැ.,NEUTRAL,ශ්රී ලංකා පොලිසියට මගේ ප්රණාමය නමුත් මෙවැනි සොරුන්ට තදින් දඩුවම් නොදුන්නොත් මෙවැනි මංකොල්ල කෑම නවතින්නේ නැ,1
දැන් මුළු දකුණු පළාතේම අසන්න ලැබෙන්නේ මේ වගේ සිදුවීම් තමා.,NEUTRAL,දැන් මුළු දකුණු පළාතේම අසන්න ලැබෙන්නේ මේ වගේ සිදුවීම් තමා,1
අද කාලයේ පවුලේ කෙනෙක් හෝ ළඟම යහළුවකු හෝ විශ්වාස කිරීමට බැහැ. මුදල් වෙනුවෙන් ඔක්කොම යටයනවා,NEGATIVE,අද කාලයේ පවුලේ කෙනෙක් හෝ ළඟම යහළුවකු හෝ විශ්වාස කිරීමට බැහැ මුදල් වෙනුවෙන් ඔක්කොම යටයනවා,0
මේක යහපාලන යුගයනේ. ඉතින් ඕවා සාමාන්‍ය දේවල් දැන්!,NEUTRAL,මේක යහපාලන යුගයනේ ඉතින් ඕවා සාමාන්ය දේවල් දැන්,1
මේකා ඥාති පුතෙක් නොවේ ඥාති ගොනෙක්,NEGATIVE,මේකා ඥාති පුතෙක් නොවේ ඥාති ගොනෙක්,0
මෑත ඉතිහාසය දිහා බැලුවාම අගේ ඉදන් කණ කන අය ගැන විස්තර හොයාගන්න පුළුවන් පහසුවෙන්ම..මේක අලුත්ම එක..,NEUTRAL,මෑත ඉතිහාසය දිහා බැලුවාම අගේ ඉදන් කණ කන අය ගැන විස්තර හොයාගන්න පුළුවන් පහසුවෙන්මමේක අලුත්ම එක,1
පලවෙනි පුරවැසියාගේ ඉදන් අන්තිම කෙනා දක්වා ඕක අදාලයි..අගේ ඉදන් කණ කෑම.,NEGATIVE,පලවෙනි පුරවැසියාගේ ඉදන් අන්තිම කෙනා දක්වා ඕක අදාලයිඅගේ ඉදන් කණ කෑම,0
ඇහේ ඉඳන් පට්ට ගහන්න ඕනෑ මෙහෙම අයව,NEGATIVE,ඇහේ ඉඳන් පට්ට ගහන්න ඕනෑ මෙහෙම අයව,0
පොලිසිය කිව්වේ නැද්ද දන්නෙ නැහැ හොරු අල්ලගෙන එන්න කියලා,NEUTRAL,පොලිසිය කිව්වේ නැද්ද දන්නෙ නැහැ හොරු අල්ලගෙන එන්න කියලා,1
හොඳ සිහි කල්පනාවෙන් කටයුතු කළානම් මේ වගේ දේවල් සිදුවන්නේ නැහැ,NEUTRAL,හොඳ සිහි කල්පනාවෙන් කටයුතු කළානම් මේ වගේ දේවල් සිදුවන්නේ නැහැ,1
හොරු රජවෙච්ච කාලයක් මේක,NEGATIVE,හොරු රජවෙච්ච කාලයක් මේක,0
"සහතික ඇත්ත පාලිත ,දැන් බලන්න ඔයාගේ වයිෆ් වුණත් එහෙමනේ ,ඔයාගේ හොදම යාලුවත් එහමනේ",POSITIVE,සහතික ඇත්ත පාලිත දැන් බලන්න ඔයාගේ වයිෆ් වුණත් එහෙමනේ ඔයාගේ හොදම යාලුවත් එහමනේ,2
මේ අයට ලැබෙන පහසුකම් වෙන කාටත් නෑ.,NEGATIVE,මේ අයට ලැබෙන පහසුකම් වෙන කාටත් නෑ,0
මා දන්නා පරිදි මෙයාල එන්නේ වැඩ කරන්න නෙවෙයි සල්ලි එකතු කරගෙන යන්නයි,NEUTRAL,මා දන්නා පරිදි මෙයාල එන්නේ වැඩ කරන්න නෙවෙයි සල්ලි එකතු කරගෙන යන්නයි,1
මේ අයගේ සහ පවුලේ උදවියගේ වත්කම් පිරික්සුවානම් තේරෙයි මේ අයටත් ඉන්නේ ඩේසි ආච්චිලාම තමයි කියලා.,NEUTRAL,මේ අයගේ සහ පවුලේ උදවියගේ වත්කම් පිරික්සුවානම් තේරෙයි මේ අයටත් ඉන්නේ ඩේසි ආච්චිලාම තමයි කියලා,1
විනිවිද භාවය ගැන කතා කරන්නේ මරු කට්ටියක් තමයි ..ගෙන්නන එකම බඩුවට එක එක්කෙනාගෙන් මෙයාල බදු ගහන්නේ හිතෙන හිතෙන හැටියට .. බඩුවකට ගහන බද්දක් හොයාගන්න බැහැ රේගු වෙබ් සයිට් එකයි ඉන්ටෙර්නෙට් එකයි පීරුවත්.. බදු ක්‍රමය හදල තියෙන්නේ මෙයාලට හිතෙන හිතෙන හැටියට අත යටින් හොඳ ගානක් හොයාගන්න පුළුවන් වෙන විදියට,NEGATIVE,විනිවිද භාවය ගැන කතා කරන්නේ මරු කට්ටියක් තමයි ගෙන්නන එකම බඩුවට එක එක්කෙනාගෙන් මෙයාල බදු ගහන්නේ හිතෙන හිතෙන හැටියට බඩුවකට ගහන බද්දක් හොයාගන්න බැහැ රේගු වෙබ් සයිට් එකයි ඉන්ටෙර්නෙට් එකයි පීරුවත් බදු ක්රමය හදල තියෙන්නේ මෙයාලට හිතෙන හිතෙන හැටියට අත යටින් හොඳ ගානක් හොයාගන්න පුළුවන් වෙන විදියට,0
ඔබේ මුහුණ බලා බදු අයකරන එකම රට ලංකාව ගේන කිසිම බඩුවකට හරියාකාරව අයකරන මිල බදු වශයෙන් මුලින් නොකියන රට වගේම කතා කළාම කියන්නේ ඔයා අරන් එන්න අපි බලාගමු අදුරන අයනේ කියල පගාව ගන්න එක මිසක් වැඩක් නැති සංවිධානයක්,NEGATIVE,ඔබේ මුහුණ බලා බදු අයකරන එකම රට ලංකාව ගේන කිසිම බඩුවකට හරියාකාරව අයකරන මිල බදු වශයෙන් මුලින් නොකියන රට වගේම කතා කළාම කියන්නේ ඔයා අරන් එන්න අපි බලාගමු අදුරන අයනේ කියල පගාව ගන්න එක මිසක් වැඩක් නැති සංවිධානයක්,0
"ගියපාර බඩු ගෙන්නදී ""මල්ලි අතේ සල්ලි නැතිනම් ඔය මෙගා ෆොර්න් එක දීල යන්න"" කියල ඉල්ලා ගත්හු එකෙන් නේද ඔය බැම්ම උඩ නැගගෙන මරහඬ තලන්නේ?",NEGATIVE,ගියපාර බඩු ගෙන්නදී මල්ලි අතේ සල්ලි නැතිනම් ඔය මෙගා ෆොර්න් එක දීල යන්න කියල ඉල්ලා ගත්හු එකෙන් නේද ඔය බැම්ම උඩ නැගගෙන මරහඬ තලන්නේ,0
ජරා පප්පෝ..රටක ඉඳල එනකොට බලන් ඉන්නේ සල්ලි ගසා කන්න...,NEGATIVE,ජරා පප්පෝරටක ඉඳල එනකොට බලන් ඉන්නේ සල්ලි ගසා කන්න,0
අනේ මේගොල්ලන්ගෙ විනිවිද භාවය මම කීප වාතාවක් පාස්පෝට් එක අතුලෙ දාල සල්ලි ( ඉල්ලපු ගණන ) දීල තියෙනව බඩු ක්ලියර් කරගන්න.,NEGATIVE,අනේ මේගොල්ලන්ගෙ විනිවිද භාවය මම කීප වාතාවක් පාස්පෝට් එක අතුලෙ දාල සල්ලි ඉල්ලපු ගණන දීල තියෙනව බඩු ක්ලියර් කරගන්න,0
"නීතියක් ගේන්න මේගොල්ලන්ගෙ වත්කම් එලිකරන්න කියල රේගුවෙ වැඩ පටන් ගත් දවසෙ පටන් අද දක්වා, 99% ක්ම අහුවෙනවා. මම දන්න කෙනෙක් ඉන්නව, ගෙවල් විතරක් තියෙන්ව 15කට වැඩිය. හැබැයි අරන් තියෙන්නෙ නැදෑයන්ගෙ නම්වලට.",NEGATIVE,නීතියක් ගේන්න මේගොල්ලන්ගෙ වත්කම් එලිකරන්න කියල රේගුවෙ වැඩ පටන් ගත් දවසෙ පටන් අද දක්වා ක්ම අහුවෙනවා මම දන්න කෙනෙක් ඉන්නව ගෙවල් විතරක් තියෙන්ව කට වැඩිය හැබැයි අරන් තියෙන්නෙ නැදෑයන්ගෙ නම්වලට,0
"හිමාලි මොකද විලිලැජ්ජ නැතිව ජයවේව කියන හැටි , මේ ගැන මොනාද දන්නේ ?",NEGATIVE,හිමාලි මොකද විලිලැජ්ජ නැතිව ජයවේව කියන හැටි මේ ගැන මොනාද දන්නේ,0
"ගරු මුදල් ඇමති තුමනි, මොවුනට ඇත්තේ ඉගෙනුම පමණි, බුද්ධියක් නැත. මොවුන් සිතා සිටින්නේ සහ බලන්නේ මෙම ආයතනයට පැමිණෙන සියල්ල මෝඩයින් සහ හොරුන් ලෙසය. මෝඩයින් සහ හොරුන් සැමවිටම සසදන්නේ උන්ගේ මට්ටමින්ය. මොවුන්ගෙන් 90% ක් ම රාජකාරියට පැමිණෙන්නේ උදේ 10 ට පමණය. වෙලා සටහන් යන්තර මොවුනට අකැපය. මේවා ස්ථාපිත කරන විට වර්ජනය පටන් ගනී. නවක නිලදාරීන් තරඟයට මුදල් පසුපස දුවයි. ඔවුන් කාර් ගැනීමට නොව ගුවන්යානා ගැනීමටය. මොවුන් සියල්ලගේ පැමිණීමට පෙර තිබු සහ වර්තමාන වත්කම් සියල්ල නැවත තක්සේරු කර විධිමත්රෙ ගු ක්‍රියා පටිපාටියක් සැකසා දෙන මෙන් ඔබ තුමාගෙන් ඉල්ලමු.",NEUTRAL,ගරු මුදල් ඇමති තුමනි මොවුනට ඇත්තේ ඉගෙනුම පමණි බුද්ධියක් නැත මොවුන් සිතා සිටින්නේ සහ බලන්නේ මෙම ආයතනයට පැමිණෙන සියල්ල මෝඩයින් සහ හොරුන් ලෙසය මෝඩයින් සහ හොරුන් සැමවිටම සසදන්නේ උන්ගේ මට්ටමින්ය මොවුන්ගෙන් ක් ම රාජකාරියට පැමිණෙන්නේ උදේ ට පමණය වෙලා සටහන් යන්තර මොවුනට අකැපය මේවා ස්ථාපිත කරන විට වර්ජනය පටන් ගනී නවක නිලදාරීන් තරඟයට මුදල් පසුපස දුවයි ඔවුන් කාර් ගැනීමට නොව ගුවන්යානා ගැනීමටය මොවුන් සියල්ලගේ පැමිණීමට පෙර තිබු සහ වර්තමාන වත්කම් සියල්ල නැවත තක්සේරු කර විධිමත්රෙ ගු ක්රියා පටිපාටියක් සැකසා දෙන මෙන් ඔබ තුමාගෙන් ඉල්ලමු,1
විනිවිද භාවය දෝරේ ගලනවා. මේ අය ජරාව ගන්නෙත් විනිවිද භාවයෙන්මයි. විනිවිද භාවය නිසා මේ අයගේ මේස ලාච්චු සහ වැසිකිලි සාදා තිබෙන්නේ විනිවිද පෙනෙන වීදුරු පාවිච්චි කරලා.,NEGATIVE,විනිවිද භාවය දෝරේ ගලනවා මේ අය ජරාව ගන්නෙත් විනිවිද භාවයෙන්මයි විනිවිද භාවය නිසා මේ අයගේ මේස ලාච්චු සහ වැසිකිලි සාදා තිබෙන්නේ විනිවිද පෙනෙන වීදුරු පාවිච්චි කරලා,0
"ආනයනයේදී , ආනයන කරුවනට ඇති සාදාරන නීති උල්ලංඝනය කරමින් තෝරා ගත් ආනයනකරුවන් කිහිපදෙනෙකුගෙන් මහා පරිමාණ අල්ලස් ලබාගනිමින් සිදු කරන්න වූ අයතා ක්‍රියා නවතා, සියලු ආනයන කරුවනට සාධාරණ සේවා සපයන ආයතනයක් බවට පත් කරන්න සහ අල්ලස් දුෂණ නීතිය මේ අයටද ක්‍රියාත්මක කරන්න.",NEUTRAL,ආනයනයේදී ආනයන කරුවනට ඇති සාදාරන නීති උල්ලංඝනය කරමින් තෝරා ගත් ආනයනකරුවන් කිහිපදෙනෙකුගෙන් මහා පරිමාණ අල්ලස් ලබාගනිමින් සිදු කරන්න වූ අයතා ක්රියා නවතා සියලු ආනයන කරුවනට සාධාරණ සේවා සපයන ආයතනයක් බවට පත් කරන්න සහ අල්ලස් දුෂණ නීතිය මේ අයටද ක්රියාත්මක කරන්න,1
රජයක් ලෙස ආනයන සහ අපනයන කරුවනට සදාරණයක් වන රටට යහපත් කාර්යක්ෂම සේවාවකට මග සලසන සේවාවකට මග සලසා දෙන්න.,NEUTRAL,රජයක් ලෙස ආනයන සහ අපනයන කරුවනට සදාරණයක් වන රටට යහපත් කාර්යක්ෂම සේවාවකට මග සලසන සේවාවකට මග සලසා දෙන්න,1
උතුර ප්‍රභාකරන්ගේ ග්‍රහණයෙන් මුදාගැනීමත් රේගුව මේ හොරුන්ගෙන් මුදවා ගැනීමත් එක හා සමාන බව මතක තබාගන්න.,NEUTRAL,උතුර ප්රභාකරන්ගේ ග්රහණයෙන් මුදාගැනීමත් රේගුව මේ හොරුන්ගෙන් මුදවා ගැනීමත් එක හා සමාන බව මතක තබාගන්න,1
ඉතාලියේ ලාංකික කාගෝ බිස්නස් කාරයොයි මේ අයයි හරියට දෙමස්සිනාලා වගේ. ගනදෙනු වලට අමතරව පවුල් පිටින් ඉතාලි ඇවිල්ලා මේ කාගෝ කාරයන්ගේ ගෙවල් වල තමයි නිවාඩු ගත කරන්නෙත්. යුරෝපය පුරා රවුම් ගහන්නෙත් ඒ අයගේ වාහන වලින්.,NEUTRAL,ඉතාලියේ ලාංකික කාගෝ බිස්නස් කාරයොයි මේ අයයි හරියට දෙමස්සිනාලා වගේ ගනදෙනු වලට අමතරව පවුල් පිටින් ඉතාලි ඇවිල්ලා මේ කාගෝ කාරයන්ගේ ගෙවල් වල තමයි නිවාඩු ගත කරන්නෙත් යුරෝපය පුරා රවුම් ගහන්නෙත් ඒ අයගේ වාහන වලින්,1
හිමාලි ඔයත් වැඩ කරන්නේ කස්ටම් එකේද අලුත් නීති එනකොට උද්ඝෝෂණ පටන් ගන්නවා දන්නවා බඩේ පහර වදිනවා කියල දන්නා මිනිස්සු දන්නවා වැඩක් ගන්න ඕන උනාම අනිවාර්යෙන්ම අතමිට මොලවන්නවම වෙනවා රටේ දෛනික වැඩිම රාජ්‍ය අදායම කස්ටම් එකෙන් වගේම එක පුද්ගල මාසික හා දෛනික වැඩිම අදායම. මේ අයගේ බස් එකේ වැඩට එන කෙනෙක් හොයාගන්න බැහැ,NEUTRAL,හිමාලි ඔයත් වැඩ කරන්නේ කස්ටම් එකේද අලුත් නීති එනකොට උද්ඝෝෂණ පටන් ගන්නවා දන්නවා බඩේ පහර වදිනවා කියල දන්නා මිනිස්සු දන්නවා වැඩක් ගන්න ඕන උනාම අනිවාර්යෙන්ම අතමිට මොලවන්නවම වෙනවා රටේ දෛනික වැඩිම රාජ්ය අදායම කස්ටම් එකෙන් වගේම එක පුද්ගල මාසික හා දෛනික වැඩිම අදායම මේ අයගේ බස් එකේ වැඩට එන කෙනෙක් හොයාගන්න බැහැ,1
රේගු නිළධාරීන්ගෙ ගෙවල්/වාහන අපිට වැඩක් නැහැ. නමුත් මේ අරගලය නිසා දිනකට රු මිලියන ගණනක් අහිමි වෙනවලු. ඒක ගැන වගකියන්න ඕනෑ කවුද? එයාලා රජයේ සේවකයෝ නිසා ගෙවල් වාහන ගන්නෙ හෙළිකරන්න පුළුවන් වත්කම් වලින් වෙන්න අැතිනෙ. ඒවට අපි ඊර්ෂ්‍යා කරලා ලේ පුච්චාගන්නෙ මොකටද?,NEGATIVE,රේගු නිළධාරීන්ගෙ ගෙවල්වාහන අපිට වැඩක් නැහැ නමුත් මේ අරගලය නිසා දිනකට රු මිලියන ගණනක් අහිමි වෙනවලු ඒක ගැන වගකියන්න ඕනෑ කවුද එයාලා රජයේ සේවකයෝ නිසා ගෙවල් වාහන ගන්නෙ හෙළිකරන්න පුළුවන් වත්කම් වලින් වෙන්න අැතිනෙ ඒවට අපි ඊර්ෂ්යා කරලා ලේ පුච්චාගන්නෙ මොකටද,0
එම ශ්‍රමිකයන්ගේ සැබෑ හඩ ඇසිය හැකිනම් රේගුවේ බහුතරය සිය සේවා විධිවිධාන වලිනුත් ඔබ්බෙන් මානූෂීය ලෙස ගන්නා තීරණ දැනගත හැකිවනු ඇත. නඩුත් බඩුත් හාමුදුරුවන්ගේය. අපිට ඉතිරිව ඇත්තේ බලාසිටීම පමණය. රට ගැන දුක හිතේ.,NEGATIVE,එම ශ්රමිකයන්ගේ සැබෑ හඩ ඇසිය හැකිනම් රේගුවේ බහුතරය සිය සේවා විධිවිධාන වලිනුත් ඔබ්බෙන් මානූෂීය ලෙස ගන්නා තීරණ දැනගත හැකිවනු ඇත නඩුත් බඩුත් හාමුදුරුවන්ගේය අපිට ඉතිරිව ඇත්තේ බලාසිටීම පමණය රට ගැන දුක හිතේ,0
රේගුවට බනින ගොඩක් කට්ටිය තමා රේගුවට රස්සාවට එන්න බලන්නෙත්,NEGATIVE,රේගුවට බනින ගොඩක් කට්ටිය තමා රේගුවට රස්සාවට එන්න බලන්නෙත්,0
ඔය කෑගහන අය පොඩ්ඩක් දැනගන්න ලංකාවේ වැඩිම ආදායම් දෙන්නේ රේගුවෙන් කියලා,NEUTRAL,ඔය කෑගහන අය පොඩ්ඩක් දැනගන්න ලංකාවේ වැඩිම ආදායම් දෙන්නේ රේගුවෙන් කියලා,1
"කොමෙන්ට්ස් කියවද්දි දුකයි. මේ වගේ අය ඉන්නකන් ඉතින් දේශපාලුවන්ට මරු. රේගුවේ ඉන්නේ හොරුනම්, ගෙවල් පහලොවක් තියෙනවනම්, ඔය කියන විදිහේ දූෂණ ඇහැට දැක්කනම්, තැන තැන නිර්ණාමික කොමෙන්ට්ස් දාන්නැතුව අල්ලස් හෝ දූෂණ එකේ පැමිණිල්ලක්වත් දාන්නකො.",NEGATIVE,කොමෙන්ට්ස් කියවද්දි දුකයි මේ වගේ අය ඉන්නකන් ඉතින් දේශපාලුවන්ට මරු රේගුවේ ඉන්නේ හොරුනම් ගෙවල් පහලොවක් තියෙනවනම් ඔය කියන විදිහේ දූෂණ ඇහැට දැක්කනම් තැන තැන නිර්ණාමික කොමෙන්ට්ස් දාන්නැතුව අල්ලස් හෝ දූෂණ එකේ පැමිණිල්ලක්වත් දාන්නකො,0
දැන් එතකොට ඔය රේගුවේ කියන්න තරමට හොදක් ඇත්තෙම නැද්ද ?,NEGATIVE,දැන් එතකොට ඔය රේගුවේ කියන්න තරමට හොදක් ඇත්තෙම නැද්ද,0
මෙතන අදහස් දාපු මහත්තුරුන්ගෙන් කීදෙනෙක් රේගුවෙන් රාජකාරියක් කරගෙන තියෙනවද? රේගුවට වරප්‍රසාද තියෙන එක වෙනම එකක්. හැබැයි මෙතන තියෙන්නේ රේගුවේ බලතල අඩුකරලා එ්කේ වාසිය ජාවාරම්කාරයන්ට ලබාදෙන්න වැඩපිළිවෙලක් ක්‍රියාත්මක කරන්න යන එක කියලයි මම නම් කියන්නේ. ආනයන අපනයන අංශයේ නීතිය සම්බන්ධ රැකියාවක් කරන කෙනෙක් ලෙස මම දන්නවා පවතින රේගු පනතින් නීත්‍යානුකූල වෙළදාමට කිසිම බාධාවක් නැති බව. එනිසා තමන් දන්නේ නැති දෙයක් ගැන අදහස් දක්වන්න කලින් ප්‍රශ්නය හදාරලා එන්න.,NEUTRAL,මෙතන අදහස් දාපු මහත්තුරුන්ගෙන් කීදෙනෙක් රේගුවෙන් රාජකාරියක් කරගෙන තියෙනවද රේගුවට වරප්රසාද තියෙන එක වෙනම එකක් හැබැයි මෙතන තියෙන්නේ රේගුවේ බලතල අඩුකරලා එ්කේ වාසිය ජාවාරම්කාරයන්ට ලබාදෙන්න වැඩපිළිවෙලක් ක්රියාත්මක කරන්න යන එක කියලයි මම නම් කියන්නේ ආනයන අපනයන අංශයේ නීතිය සම්බන්ධ රැකියාවක් කරන කෙනෙක් ලෙස මම දන්නවා පවතින රේගු පනතින් නීත්යානුකූල වෙළදාමට කිසිම බාධාවක් නැති බව එනිසා තමන් දන්නේ නැති දෙයක් ගැන අදහස් දක්වන්න කලින් ප්රශ්නය හදාරලා එන්න,1
"රේගුවේ විභාගයක් තිබුනොත් 30000ක් 35000ක් විතර එන්න දඟලන්නෙ මොකද එතකොට? අපේ රටේ මිනිසුන්ගෙ තියෙන්නෙ තමන්ට ලබාගන්න බැරිදේකට තියෙන ඊර්ෂ්‍යාවයි, කුහකකමයි. ඔය පගව දුන්නා, පගාව ගත්තා කියලා කෑගහන එක්කෙනෙක් හරි කියන්න බලන්න 100% හරි විදියට බඩු ගෙන්නලා පගාවක් දෙන්න සිදුවුණ වෙලාවක්.",NEGATIVE,රේගුවේ විභාගයක් තිබුනොත් ක් ක් විතර එන්න දඟලන්නෙ මොකද එතකොට අපේ රටේ මිනිසුන්ගෙ තියෙන්නෙ තමන්ට ලබාගන්න බැරිදේකට තියෙන ඊර්ෂ්යාවයි කුහකකමයි ඔය පගව දුන්නා පගාව ගත්තා කියලා කෑගහන එක්කෙනෙක් හරි කියන්න බලන්න හරි විදියට බඩු ගෙන්නලා පගාවක් දෙන්න සිදුවුණ වෙලාවක්,0
